BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4749,14, ,A5, 3347 TIEMANN AVENUE , ,10469,1,0,1,"1,710","1,714",1955, 1 , A5 ," $170,000 ",2017/11/29
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4749,14, ,A5, 3347 TIEMANN AVENUE , ,10469,1,0,1,"1,710","1,714",1955, 1 , A5 ," $490,000 ",2018/4/19
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4749,36, ,A5, 3301 TIEMANN AVENUE , ,10469,1,0,1,"2,850","1,701",1955, 1 , A5 , $-   ,2018/7/2
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4749,36, ,A5, 3301 TIEMANN AVENUE , ,10469,1,0,1,"2,850","1,701",1955, 1 , A5 , $-   ,2018/10/5
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4750,25, ,A5, 3325 GUNTHER AVENUE , ,10469,1,0,1,"1,710","1,539",1950, 1 , A5 ," $450,000 ",2018/7/3
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4750,34, ,A5, 3307 GUNTHER AVENUE , ,10469,1,0,1,"1,710","1,539",1950, 1 , A5 ," $487,500 ",2018/7/27
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4750,46, ,A5, 3314 TIEMANN AVENUE , ,10469,1,0,1,"1,710","1,890",1950, 1 , A5 , $-   ,2018/6/28
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4751,1, ,A9, 3354 GUNTHER AVENUE , ,10469,1,0,1,"2,997",948,1960, 1 , A9 ," $449,000 ",2018/10/15
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4751,48, ,A5, 3312 GUNTHER AVENUE , ,10469,1,0,1,"1,710","1,188",1955, 1 , A5 , $-   ,2018/3/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4751,52, ,A2, 3324 GUNTHER AVENUE , ,10469,1,0,1,"2,090",948,1960, 1 , A2 ," $435,000 ",2018/3/16
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4751,56, ,A2, 3332 GUNTHER AVENUE , ,10469,1,0,1,"2,090",948,1960, 1 , A2 ," $435,000 ",2018/3/16
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4756,37, ,A5, 1833 BURKE AVENUE , ,10469,1,0,1,"1,470",992,1963, 1 , A5 , $-   ,2017/12/11
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4759,23, ,A2, 3143 SEYMOUR AVENUE , ,10469,1,0,1,"5,000","1,069",1920, 1 , A2 ," $380,000 ",2018/9/21
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4759,31, ,S1, 3127 SEYMOUR AVENUE , ,10469,1,1,2,"2,272","3,468",1920, 1 , S1 ," $898,736 ",2017/12/18
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4760,13, ,A1, 3129 FENTON AVENUE , ,10469,1,0,1,"5,000","1,602",1935, 1 , A1 ," $420,000 ",2018/4/18
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4761,28, ,A2, 3170 FENTON AVENUE , ,10469,1,0,1,"2,500","1,470",1945, 1 , A2 , $-   ,2018/1/31
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4766,25, ,A1, 3015 MICKLE AVENUE , ,10469,1,0,1,"3,325","1,612",1931, 1 , A1 ," $270,000 ",2018/7/11
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4769,41, ,A5, 3116 TIEMANN AVENUE , ,10469,1,0,1,"1,710","1,080",1960, 1 , A5 ," $250,000 ",2018/7/16
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4769,44, ,A5, 3124 TIEMANN AVENUE , ,10469,1,0,1,"1,710","1,080",1960, 1 , A5 , $-   ,2018/5/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4773,20, ,A5, 3027 GUNTHER AVENUE , ,10469,1,0,1,"1,710","1,890",1955, 1 , A5 ," $405,000 ",2018/4/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4773,21, ,A5, 3025 GUNTHER AVENUE , ,10469,1,0,1,"2,700","1,890",1955, 1 , A5 , $-   ,2018/1/26
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4774,52, ,A1, 3046 GUNTHER AVENUE , ,10469,1,0,1,"2,494","1,260",1950, 1 , A1 ," $435,000 ",2018/5/29
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4775,135, ,A5, 3006 WICKHAM AVENUE , ,10469,1,0,1,"1,120","1,384",1955, 1 , A5 , $-   ,2018/5/7
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4779,58, ,A2, 3198 EDSON AVENUE , ,10469,1,0,1,"2,004","1,340",1940, 1 , A2 ," $664,726 ",2018/9/28
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4780,8, ,A5, 3049 GRACE AVENUE , ,10469,1,0,1,"2,653","1,260",1960, 1 , A5 , $-   ,2018/7/3
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4780,10, ,A5, 3043 GRACE AVENUE , ,10469,1,0,1,"2,653","1,260",1960, 1 , A5 ," $465,000 ",2018/10/4
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4780,27, ,A5, 3003 GRACE AVENUE , ,10469,1,0,1,"2,653","1,260",1960, 1 , A5 ," $515,000 ",2018/9/14
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4781,28, ,A5, 3029 EDSON AVENUE , ,10469,1,0,1,"1,706","1,116",1955, 1 , A5 ," $225,000 ",2018/1/30
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4781,36, ,A5, 3013 EDSON AVE , ,10469,1,0,1,"1,692","1,674",1955, 1 , A5 ," $250,000 ",2017/11/30
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4781,36, ,A5, 3013 EDSON AVE , ,10469,1,0,1,"1,692","1,674",1955, 1 , A5 ," $468,000 ",2018/7/11
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4781,44, ,A5, 3002 GRACE AVENUE , ,10469,1,0,1,"2,755","1,920",1955, 1 , A5 ," $165,000 ",2018/1/31
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4781,44, ,A5, 3002 GRACE AVENUE , ,10469,1,0,1,"2,755","1,920",1955, 1 , A5 ," $535,000 ",2018/10/17
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4781,54, ,A5, 3022 GRACE AVENUE , ,10469,1,0,1,"2,487","1,920",1955, 1 , A5 ," $390,000 ",2017/12/11
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4788,20, ,A2, 2933 GUNTHER AVENUE , ,10469,1,0,1,"2,375","1,380",1935, 1 , A2 ," $340,000 ",2018/10/16
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4790,33, ,A2, 1801 ARNOW AVENUE , ,10469,1,0,1,"2,002",855,1910, 1 , A2 ," $280,000 ",2018/5/31
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4794,4, ,A2, 1806 ARNOW AVENUE , ,10469,1,0,1,"2,502",900,1925, 1 , A2 , $-   ,2018/3/30
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4794,6, ,A5, 1810 ARNOW AVENUE , ,10469,1,0,1,"2,500","1,738",1960, 1 , A5 , $-   ,2018/2/1
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4794,23, ,A2, 2821 BRUNER AVENUE , ,10469,1,0,1,"2,375","1,140",1901, 1 , A2 ," $360,000 ",2018/4/27
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4794,26, ,A2, 2813 BRUNER AVENUE , ,10469,1,0,1,"4,750",865,1930, 1 , A2 ," $445,000 ",2018/7/30
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4794,45, ,A2, 2830 WICKHAM AVENUE , ,10469,1,0,1,"3,333","1,123",1930, 1 , A2 ," $310,000 ",2018/2/15
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4794,51, ,A1, 2844 WICKHAM AVENUE , ,10469,1,0,1,"2,375","2,310",1935, 1 , A1 ," $335,000 ",2018/8/2
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4794,53, ,A2, 2848 WICKHAM AVENUE , ,10469,1,0,1,"2,375","1,117",1935, 1 , A2 , $-   ,2018/1/8
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4803,43, ,A5, 2722 GUNTHER AVENUE , ,10469,1,0,1,"2,470","1,088",1955, 1 , A5 ," $435,000 ",2018/5/15
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4803,47, ,A2, 2734 GUNTHER AVENUE , ,10469,1,0,1,"2,375","1,216",1930, 1 , A2 , $10 ,2018/9/7
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4882,7, ,A5, 3384 ELY AVENUE , ,10469,1,0,1,"1,900","1,088",1901, 1 , A5 ," $330,000 ",2017/11/2
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4885,50, ,A2, 3396 ELY AVENUE , ,10469,1,0,1,"4,750","1,921",1915, 1 , A2 ," $1,000 ",2018/1/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4885,58, ,A2, 3408 ELY AVENUE , ,10469,1,0,1,"3,555",924,1920, 1 , A2 ," $248,000 ",2018/4/19
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4885,58, ,A2, 3408 ELY AVENUE , ,10469,1,0,1,"3,555",924,1920, 1 , A2 ," $445,000 ",2018/8/31
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4887,43, ,A1, 3440 EDSON AVENUE , ,10469,1,0,1,"3,742","1,440",1925, 1 , A1 , $-   ,2018/6/18
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4888,28, ,A2, 1334 EAST 223 STREET , ,10466,1,0,1,"4,322","1,200",1940, 1 , A2 ," $250,000 ",2018/2/14
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4893,12, ,A5, 3514 GRACE AVE , ,10466,1,0,1,"1,583","1,088",1965, 1 , A5 ," $401,000 ",2017/12/22
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4893,120, ,A5, 3538 GRACE AVENUE , ,10466,1,0,1,"1,706","1,732",1960, 1 , A5 ," $430,000 ",2017/12/22
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4898,3, ,A5, 1283 EAST 223 STREET , ,10466,1,0,1,"3,220",960,1955, 1 , A5 ," $140,000 ",2018/4/6
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4898,20, ,A5, 1251 EAST 223 STREET , ,10466,1,0,1,"1,600",960,1955, 1 , A5 ," $150,000 ",2018/6/20
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4898,42, ,A5, 1804 SCHIEFFELIN AVENUE , ,10466,1,0,1,"1,800","1,534",1955, 1 , A5 ," $210,000 ",2018/10/18
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4898,55, ,A1, 1224 EAST 224TH ST , ,10466,1,0,1,"5,000","1,440",1910, 1 , A1 , $-   ,2017/11/19
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4901,35, ,A5, 1162 EAST 223RD STREET , ,10466,1,0,1,"2,025","1,280",1950, 1 , A5 ," $315,000 ",2018/3/29
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4901,43, ,A5, 1180 E 223 , ,10466,1,0,1,"2,025","1,280",1950, 1 , A5 ," $385,000 ",2018/6/22
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4903,75, ,A5, 1162 EAST 225TH STREET , ,10466,1,0,1,"1,840","1,584",1970, 1 , A5 ," $250,000 ",2018/8/14
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4903,173, ,A5, 1158 EAST 225 STREET , ,10466,1,0,1,"1,952","1,384",1961, 1 , A5 ," $200,000 ",2017/12/2
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4903,173, ,A5, 1158 EAST 225 STREET , ,10466,1,0,1,"1,952","1,384",1961, 1 , A5 ," $250,000 ",2018/4/6
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4922,3, ,A9, 3695 MAROLLA PLACE , ,10466,1,0,1,"2,390","1,840",1931, 1 , A9 ," $570,000 ",2017/12/26
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4929,17, ,A1, 3929 ELY AVENUE , ,10466,1,0,1,"2,746","1,546",1930, 1 , A1 ," $419,500 ",2018/8/9
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4934,59, ,A5, 1177 GRENADA PLACE , ,10466,1,0,1,"1,584","1,188",1941, 1 , A5 ," $400,000 ",2018/3/22
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4934,62, ,A5, 1171 GRENADA PLACE , ,10466,1,0,1,"1,494","1,188",1941, 1 , A5 ," $301,386 ",2017/12/8
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4939,33, ,A5, 3831 AMUNDSON AVENUE , ,10466,1,0,1,"2,600","1,860",1960, 1 , A5 ," $480,000 ",2018/7/18
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4940,53, ,A5, 3856 AMUNDSON , ,10466,1,0,1,"1,913","1,192",1963, 1 , A5 ," $370,000 ",2018/3/27
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4943,58, ,A1, 3687 SECOR AVENUE , ,10466,1,0,1,"2,856","1,248",1925, 1 , A1 ," $400,000 ",2018/4/18
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4945,97, ,A2, 2115 GARRETT PLACE , ,10466,1,0,1,"4,280","1,411",1930, 1 , A2 ," $705,500 ",2018/4/9
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4945,99, ,A1, 2111 GARRETT PLACE , ,10466,1,0,1,"3,375","1,200",1930, 1 , A1 , $-   ,2018/4/27
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4945,105, ,A1, 3815 HARPER AVENUE , ,10466,1,0,1,"3,000","1,136",1930, 1 , A1 , $100 ,2018/7/19
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4945,105, ,A1, 3815 HARPER AVENUE , ,10466,1,0,1,"3,000","1,136",1930, 1 , A1 ," $335,000 ",2018/10/29
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4946,6, ,A1, 3702 HARPER AVENUE , ,10466,1,0,1,"2,375","1,028",1935, 1 , A1 ," $285,000 ",2018/7/10
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4950,47, ,A5, 3735 ROMBOUTS AVE , ,10466,1,0,1,"1,800","1,368",1925, 1 , A5 ," $200,000 ",2018/2/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4950,49, ,A5, 3731 ROMBOUTS AVENUE , ,10466,1,0,1,"1,800","1,372",1925, 1 , A5 ," $175,000 ",2017/11/21
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4950,49, ,A5, 3731 ROMBOUTS AVE , ,10466,1,0,1,"1,800","1,372",1925, 1 , A5 ," $455,000 ",2018/6/13
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4950,55, ,A5, 3719 ROMBOUTS AVENUE , ,10466,1,0,1,"1,800","1,364",1925, 1 , A5 ," $220,000 ",2018/4/19
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4950,59, ,A5, 3711 ROMBOUTS AVENUE , ,10466,1,0,1,"1,806","1,364",1925, 1 , A5 ," $250,000 ",2018/6/28
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4951,10, ,A5, 3819 MERRITT AVE , ,10466,1,0,1,"2,633","1,184",1930, 1 , A5 ," $460,000 ",2018/6/6
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4952,43, ,A1, 2288 LIGHT STREET , ,10466,1,0,1,"3,000","1,246",1925, 1 , A1 , $-   ,2017/12/13
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4952,49, ,A1, 3635 PROVOST AVENUE , ,10466,1,0,1,"2,910","1,088",1925, 1 , A1 ," $16,000 ",2018/2/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4952,49, ,A1, 3635 PROVOST AVENUE , ,10466,1,0,1,"2,910","1,088",1925, 1 , A1 ," $220,000 ",2018/7/31
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4956,14, ,A5, 3932 DE REIMER AVENUE , ,10466,1,0,1,"1,995","1,714",1959, 1 , A5 ," $409,587 ",2018/5/21
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4956,35, ,A1, 2036 STRANG AVENUE , ,10466,1,0,1,"5,000","2,800",1920, 1 , A1 ," $485,000 ",2017/11/13
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4956,46, ,A5, 3933 WILDER , ,10466,1,0,1,"1,710","1,116",1959, 1 , A5 ," $449,000 ",2018/4/5
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4957,28, ,A5, 3948 WILDER AVENUE , ,10466,1,0,1,"1,900","1,690",1959, 1 , A5 , $-   ,2018/2/8
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4957,53, ,A5, 3929 MURDOCK AVENUE , ,10466,1,0,1,"2,500","1,190",1959, 1 , A5 , $-   ,2017/11/8
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4959,32, ,A5, 3974 HILL AVENUE , ,10466,1,0,1,"1,750","1,912",1959, 1 , A5 ," $470,000 ",2018/10/18
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4959,35, ,A1, 2108 STRANG AVENUE , ,10466,1,0,1,"2,500","2,475",1925, 1 , A1 , $-   ,2018/3/13
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4960,63, ,A1, 3943 SETON AVENUE , ,10466,1,0,1,"2,500","1,654",1920, 1 , A1 ," $419,000 ",2018/3/20
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4962,22, ,A1, 3956 AMUNDSON AVENUE , ,10466,1,0,1,"5,000","1,665",1910, 1 , A1 , $-   ,2018/4/20
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4962,22, ,A1, 3956 AMUNDSON AVENUE , ,10466,1,0,1,"5,000","1,665",1910, 1 , A1 ," $473,500 ",2018/7/9
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4962,53, ,A1, 3945A DURYEA AVENUE , ,10466,1,0,1,"2,500","1,823",1964, 1 , A1 ," $430,000 ",2017/11/10
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4967,18, ,A1, 4033 SECOR AVE , ,10466,1,0,1,"2,522","1,296",1925, 1 , A1 ," $400,000 ",2018/1/25
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4970,34, ,A2, 3917 ROMBOUTS AVE , ,10466,1,0,1,"1,953",600,1925, 1 , A2 ," $290,000 ",2018/3/16
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4970,50, ,A1, 3926 DYRE AVENUE , ,10466,1,0,1,"3,200","1,442",1925, 1 , A1 ," $475,000 ",2018/7/16
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4971,36, ,A1, 4006 ROMBOUTS AVENUE , ,10466,1,0,1,"4,330","1,660",1925, 1 , A1 , $-   ,2018/8/30
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4978,66, ,A5, 4043 ELY AVENUE , ,10466,1,0,1,"1,629","1,728",1950, 1 , A5 ," $405,500 ",2018/8/13
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4979,23, ,A5, 4056 ELY AVENUE , ,10466,1,0,1,"1,710","1,152",1940, 1 , A5 ," $276,300 ",2018/10/4
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4979,23, ,A5, 4056 ELY AVENUE , ,10466,1,0,1,"1,710","1,152",1940, 1 , A5 ," $306,000 ",2018/10/4
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4979,31, ,A5, 4072 ELY AVENUE , ,10466,1,0,1,"1,710","1,152",1940, 1 , A5 , $-   ,2017/12/8
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4979,32, ,A5, 4074 ELY AVENUE , ,10466,1,0,1,"1,710","1,152",1940, 1 , A5 , $-   ,2018/6/6
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4979,38, ,A5, 4086 ELY AVENUE , ,10466,1,0,1,"1,710","1,152",1940, 1 , A5 , $-   ,2018/3/8
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4979,67, ,A5, 4059 GRACE AVENUE , ,10466,1,0,1,"2,494","1,260",1950, 1 , A5 ," $316,000 ",2018/10/19
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4980,80, ,A4, 4041 EDSON AVE , ,10466,1,0,1,"2,320","1,438",1920, 1 , A4 ," $470,000 ",2018/6/8
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4981,44, ,A5, 4088 EDSON AVENUE , ,10466,1,0,1,"1,800","1,798",1955, 1 , A5 , $-   ,2018/9/14
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4983,30, ,A1, 4076 DE REIMER AVENUE , ,10466,1,0,1,"4,750","1,480",1950, 1 , A1 , $-   ,2018/3/19
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4985,43, ,A1, 2078 EDENWALD AVENUE , ,10466,1,0,1,"2,142","1,428",1930, 1 , A1 , $-   ,2017/11/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4985,50, ,A5, 4087 HILL AVENUE , ,10466,1,0,1,"2,375","1,998",1960, 1 , A5 , $-   ,2018/9/11
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4985,51, ,A5, 4085 HILL AVENUE , ,10466,1,0,1,"2,375","1,998",1960, 1 , A5 , $-   ,2018/3/20
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4986,63, ,A1, 4045 MONTICELLO AVENUE , ,10466,1,0,1,"2,375","1,422",1932, 1 , A1 ," $510,000 ",2018/10/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4991,7, ,A9, 4053 PRATT AVENUE , ,10466,1,0,1,"8,530","1,200",1920, 1 , A9 ," $765,000 ",2018/1/29
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4991,12, ,A4, 2237 STRANG AVENUE , ,10466,1,0,1,"2,875","2,202",1930, 1 , A4 ," $560,000 ",2018/8/27
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,5134,65, ,A2, 2329 BOLLER AVENUE , ,10475,1,0,1,"2,961","1,653",1925, 1 , A2 ," $310,000 ",2018/7/10
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,5134,68, ,A2, 2325 BOLLER AVENUE , ,10475,1,0,1,"2,961","1,859",1925, 1 , A2 ," $465,000 ",2018/7/30
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,5134,215, ,A2, 2198 PALMER AVENUE , ,10475,1,0,1,"2,748",544,1915, 1 , A2 ," $680,000 ",2018/10/15
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,5135,42, ,A1, 2306 BOLLER AVENUE , ,10475,1,0,1,"4,750","1,540",1920, 1 , A1 ," $438,375 ",2018/5/18
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,5135,50, ,A2, 2324 BOLLER AVE , ,10475,1,0,1,"2,375",352,1910, 1 , A2 ," $150,000 ",2018/3/29
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,5227,3, ,A1, 2032 TILLOTSON AVENUE , ,10475,1,0,1,"3,750","1,712",1955, 1 , A1 ," $304,500 ",2018/5/31
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,5227,14, ,A1, 3345 PALMER AVENUE , ,10475,1,0,1,"3,750","1,608",1960, 1 , A1 , $-   ,2017/12/11
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,5259,32, ,A2, 3419 BOLLER AVENUE , ,10475,1,0,1,"2,500","2,145",1932, 1 , A2 ," $485,706 ",2017/12/13
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,5653,8, ,A2, 2560 HOLLERS AVENUE , ,10475,1,0,1,"5,000","1,219",1955, 1 , A2 ," $450,000 ",2018/10/29
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,5654,321, ,A2, 2538 HOLLERS AVENUE , ,10475,1,0,1,"3,742","1,596",1925, 1 , A2 ," $430,000 ",2017/11/2
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,5655,130, ,A2, 3555 MCOWEN AVENUE , ,10475,1,0,1,"5,000","1,250",1940, 1 , A2 ," $175,500 ",2018/6/7
2,BAYCHESTER,02 TWO FAMILY DWELLINGS                    ,1,4708,53, ,B1, 1124 EAST 214TH STREET , ,10469,2,0,2,"1,900","2,125",1945, 1 , B1 ," $670,000 ",2018/8/2
2,BAYCHESTER,02 TWO FAMILY DWELLINGS                    ,1,4709,46, ,B3, 1122 EAST 215 STREET , ,10469,2,0,2,"1,710","1,890",1945, 1 , B3 ," $455,000 ",2017/11/21
2,BAYCHESTER,02 TWO FAMILY DWELLINGS                    ,1,4711,65, ,B9, 1101 EAST 216TH STREET , ,10469,2,0,2,"2,924","2,125",1960, 1 , B9 , $-   ,2018/8/8
2,BAYCHESTER,02 TWO FAMILY DWELLINGS                    ,1,4711,179, ,B2, 1320 NEEDHAM AVENUE , ,10469,2,0,2,"2,691","2,842",2003, 1 , B2 ," $720,000 ",2017/11/22
2,BAYCHESTER,02 TWO FAMILY DWELLINGS                    ,1,4714,6, ,B9, 3770 LACONIA AVE , ,10469,2,0,2,"1,888","2,061",1950, 1 , B9 ," $350,000 ",2018/3/20
2,BAYCHESTER,02 TWO FAMILY DWELLINGS                    ,1,4714,29, ,B9, 1415 OAKLEY ST , ,10469,2,0,2,"1,900","2,125",1950, 1 , B9 , $-   ,2018/1/24
2,BAYCHESTER,02 TWO FAMILY DWELLINGS                    ,1,4714,42, ,B9, 1135 EAST 219 , ,10469,2,0,2,"2,501","2,125",1950, 1 , B9 ," $600,000 ",2017/12/27
2,BAYCHESTER,02 TWO FAMILY DWELLINGS                    ,1,4715,25, ,B3, 1162 EAST 221ST STREET , ,10469,2,0,2,"2,106","1,890",1950, 1 , B3 ," $415,000 ",2018/4/26
